MTnum,Start,End,numofTAs
MT1894,2093406,2093819,3
MT1895,2094097,2094516,5
MT1896,2094568,2094867,2
MT1897,2094867,2095178,6
MT1898,2095181,2096911,18
MT1899,2096914,2097546,2
MT1900,2097560,2098231,5
MT1901,2098188,2098865,8
MT1902,2098874,2100262,19
MT1903,2100407,2101327,14
MT1904,2101369,2102043,5
MT1905,2102205,2102987,6
MT1906,2103050,2103784,19
MT1907,2103794,2104900,16
MT1908,2104956,2105930,16
MT1909,2106171,2106284,0
MT1910,2106385,2106687,7
MT1911,2106762,2107802,15
MT1912,2107815,2108582,10
MT1913,2108578,2109276,9
MT1914,2109330,2110187,13
MT1915,2110283,2112694,35
MT1916,2112835,2114514,23
MT1917,2114568,2116664,32
MT1918,2116684,2117916,25
MT1919,2118019,2118651,12
MT1920,2118719,2119105,9
MT1921,2119131,2120372,14
MT1922,2120362,2120829,13
MT1923,2120887,2121588,12
MT1924,2121602,2122042,5
MT1924.1,2122054,2122269,2
MT1925,2122561,2123037,10
MT1926,2123125,2125185,33
MT1927,2125243,2126592,26
MT1928,2126598,2127731,19
MT1929,2127765,2129051,16
MT1930,2129131,2129592,8
MT1931,2129595,2130425,15
MT1931.1,2130456,2130929,6
MT1932,2130971,2131534,7
MT1933,2131513,2132109,14
MT1934,2132129,2133250,30
MT1935,2133479,2134633,25
MT1936,2134609,2135571,33
MT1937,2135910,2136263,4
MT1940,2136325,2136933,8
MT1941,2136987,2137391,8
MT1942,2137411,2137719,7
MT1943,2137732,2137947,0
MT1944,2137988,2139115,14
MT1945,2139188,2139616,8
MT1946,2139767,2140918,18
MT1947,2140784,2141692,24
MT1948,2141700,2142182,7
MT1949,2142186,2142491,3
MT1950,2142463,2143584,16
MT1951,2143539,2144924,24
MT1952,2144941,2146242,19
MT1953,2146300,2147523,32
MT1954,2147556,2148056,6
MT1955,2148242,2148673,10
MT1956,2148727,2149686,18
MT1957,2149719,2150189,9
MT1957.1,2150265,2150531,5
MT1958,2150529,2151173,10
MT1959,2151183,2153402,39
MT1960,2153443,2153892,12
MT1961,2154000,2154626,14
MT1962,2154676,2155290,9
MT1963,2155381,2156382,15
MT1964,2156482,2157231,11
MT1965,2157215,2157619,7
MT1966,2157754,2159583,30
MT1967,2159601,2160050,7
MT1968,2160226,2164698,114
MT1969,2165006,2168044,76
MT1970,2168418,2168900,7
MT1971,2168977,2169837,12
MT1972,2169881,2171149,22
MT1973,2171421,2172533,20
MT1974,2172587,2173864,30
MT1975,2173907,2174374,14
MT1976,2174441,2176300,38
MT1977,2176314,2176790,8
MT1978,2176923,2177012,2
MT1979,2177024,2177797,17
MT1980,2177807,2178549,18
MT1980.1,2178597,2179237,9
MT1980.2,2179252,2179773,5
MT1981,2179794,2180582,5
MT1982,2180703,2181197,8
MT1983,2181200,2182288,10
MT1984,2182293,2183519,12
MT1985,2183537,2184490,10
MT1986,2184715,2185821,17
MT1987,2185827,2188343,48
MT1988,2188358,2189425,17
MT1989,2189425,2189937,5
MT1990,2189937,2190995,9
MT1991,2190995,2191762,4
MT1992,2191978,2192328,2
MT1993,2192304,2192678,10
MT1994,2192678,2193265,8
MT1995,2193236,2194681,24
MT1997,2194842,2195291,7
MT1998,2195355,2195753,5
MT1998.1,2196048,2196395,17
MT1999,2196409,2197308,18
MT2000,2197332,2197520,6
MT2001,2197524,2197934,9
MT2002,2198045,2198269,2
MT2003,2198269,2198577,12
MT2004,2198915,2199424,9
MT2005,2199469,2199915,8
MT2006,2199915,2200457,13
MT2007,2200517,2200666,1
MT2008,2201015,2201308,7
MT2009,2201308,2201556,4
MT2010,2201543,2202034,9
MT2011,2202037,2202141,3
MT2012,2202200,2202604,14
MT2013,2202611,2202880,4
MT2014,2202916,2204133,18
MT2015,2204111,2204245,1
MT2015.1,2204355,2204804,15
MT2015.2,2204769,2205035,13
MT2016,2205032,2205826,7
MT2017,2205839,2206651,15
MT2018,2206659,2207933,15
MT2019,2207933,2208958,13
MT2020,2208868,2210187,13
MT2021,2210187,2211455,13
MT2022,2211455,2212585,10
MT2023,2212589,2213899,20
MT2024,2213924,2214496,5
MT2024.1,2214496,2214975,4
MT2025,2214991,2215365,8
MT2026,2215384,2216046,13
MT2027,2216060,2216179,2
MT2028,2216179,2216583,3
MT2029,2217086,2218129,13
MT2030,2218204,2219085,14
MT2031,2219054,2220496,38
MT2032,2220678,2221490,22
MT2033,2221555,2222520,24
MT2034,2222748,2223164,5
MT2035,2223176,2223433,5
MT2036,2223576,2225249,34
MT2037,2225243,2225893,13
MT2038,2226008,2226235,2
MT2039,2226326,2227234,14
MT2040,2227343,2227939,8
MT2041,2228358,2228783,9
MT2042,2229012,2229548,6
MT2042.1,2229731,2230000,11
MT2043,2230074,2230631,11
MT2044,2230631,2230969,6
MT2045,2231055,2231309,3
MT2045.1,2231216,2231548,4
MT2046,2231640,2231981,6
MT2047,2231978,2232223,6
MT2048,2232326,2234638,34
MT2049,2234638,2234907,5
MT2050,2234963,2235316,7
MT2051,2235473,2236237,8
MT2052,2236336,2237286,13
MT2053,2237503,2240205,29
MT2054,2240280,2241053,19
MT2055,2241151,2242470,26
MT2056,2242523,2244151,35
MT2057,2244164,2244913,14
MT2058,2244992,2245771,9
MT2059,2245898,2246752,13
MT2060,2246813,2248318,26
MT2061,2248331,2249215,13
MT2062,2249334,2253314,82
MT2063,2253419,2253760,8
MT2064,2253952,2255307,29
MT2064.1,2255362,2255601,4
MT2065,2255605,2256000,7
MT2066,2256189,2256617,6
MT2067,2256658,2257149,11
MT2068,2257149,2257394,4
MT2069,2257856,2258473,3
MT2070,2258430,2259017,4
MT2071,2259151,2260443,11
MT2072,2260692,2261330,12
MT2073,2261330,2262367,12
MT2074,2262543,2263328,15
MT2075,2263321,2263734,6
MT2076,2263756,2264052,4
MT2077,2264140,2264442,6
MT2078,2264454,2265056,13
MT2079,2265084,2265536,3
MT2080,2265603,2266277,34
MT2080.1,2266232,2266465,7
MT2081,2266675,2267607,21
MT2082,2267755,2272572,78
MT2083,2272782,2272895,1
MT2084,2273085,2274080,11
MT2085,2274198,2275079,11
MT2086,2275122,2276840,15
MT2087,2276904,2277740,13
MT2088,2277740,2278756,11
MT2089,2278776,2280818,34
MT2090,2280833,2281264,8
MT2091,2281455,2282453,18
MT2092,2282443,2282562,2
MT2093,2282575,2283414,11
MT2094,2283479,2283946,9
MT2095,2283946,2284431,12
MT2096,2284377,2285069,14
MT2097,2285082,2286053,17
MT2098,2286058,2287128,17
MT2099,2287134,2287973,16
MT2100,2287963,2288862,18
MT2101,2288862,2290178,25
MT2102,2290219,2291013,15
MT2103,2291016,2291573,11
MT2104,2291617,2292003,10
MT2105,2292020,2293522,27
MT2106,2293601,2294254,10
MT2107,2294297,2296858,32
MT2108,2296866,2309318,149
MT2109,2309628,2309987,3
MT2110,2310153,2310485,5
MT2111,2310466,2313069,33
MT2112,2313248,2314849,21
MT2113,2314830,2315405,5
MT2114,2315457,2316167,16
MT2115,2316309,2316428,1
MT2116,2316422,2316685,3
MT2117,2316689,2316991,3
MT2117.1,2316996,2317157,4
MT2118,2317160,2317393,5
MT2119,2317506,2319038,20
MT2120,2319016,2319456,7
MT2121,2319504,2323088,50
MT2122,2323163,2323393,3
MT2123,2323473,2323796,4
MT2124,2323783,2324871,9
MT2125,2324884,2325507,8
MT2126,2325507,2327030,22
MT2127,2326982,2328202,34
MT2128,2328221,2329141,14
MT2129,2328898,2329830,18
MT2130,2329826,2330557,16
MT2131,2330557,2331354,17
MT2132,2331309,2332478,13
MT2133,2332549,2333295,10
MT2134,2333325,2333735,6
MT2135,2333751,2335211,26
MT2136,2335372,2335668,6
MT2137,2335658,2336626,19
MT2138,2336630,2336926,7
MT2138.1,2337060,2337206,1
MT2138.2,2337187,2337627,7
MT2139,2337391,2337702,3
MT2140,2337687,2339654,33
MT2141,2339629,2340198,10
MT2142,2340179,2340370,2
MT2143,2340400,2340849,7
MT2144,2341041,2343197,43
MT2145,2343197,2344138,6
MT2146,2344128,2345267,25
MT2147,2345353,2345655,3
MT2148,2345637,2346547,22
MT2149,2346737,2348503,31
MT2150,2348526,2349650,21
MT2151,2349866,2350819,16
MT2152,2350829,2351560,19
MT2153,2351605,2354322,40
MT2154,2354373,2355224,11
MT2155,2355316,2355660,5
MT2156,2355635,2356582,15
MT2157,2356582,2357577,15
MT2158,2357589,2358944,21
MT2159,2358999,2360471,17
MT2160,2360651,2362303,19
MT2160.1,2362469,2362636,0
MT2161,2362683,2365544,27
MT2162,2365540,2366370,14
MT2163,2366355,2366789,5
MT2164,2366796,2367047,1
MT2165,2367066,2367359,3
MT2165.1,2368022,2368117,1
MT2166,2368267,2368560,9
MT2167,2368619,2369347,21
MT2168,2369639,2369764,5
MT2169,2369893,2370636,18
MT2170,2370636,2371508,18
MT2171,2371508,2371699,1
MT2172,2371815,2373329,30
MT2173,2373480,2374670,11
MT2174,2374645,2375304,15
MT2175,2375314,2377140,29
MT2176,2377421,2377987,6
MT2177,2377998,2378288,2
MT2178,2378323,2379162,14
MT2179,2379236,2380069,20
MT2180,2380098,2380610,9
MT2181,2380659,2381510,9
MT2182,2381516,2381794,3
MT2182.1,2381921,2382370,7
MT2183,2382139,2384580,27
MT2184,2384869,2385744,10
MT2185,2385747,2386235,2
MT2185.1,2386547,2386846,5
MT2186,2387272,2388657,25
MT2187,2388886,2389815,15
MT2188,2389793,2390917,20
MT2189,2391095,2391799,9
MT2190,2391968,2392213,3
MT2191,2392429,2393214,9
MT2192,2393228,2393812,8
MT2193,2393879,2394586,5
MT2194,2394586,2395431,14
MT2195,2395480,2395890,6
MT2196,2395905,2396978,20
MT2197,2397295,2398365,13
MT2198,2398376,2398903,11
MT2199,2398954,2400297,21
MT2200,2400887,2401201,13
MT2201,2401201,2401413,2
MT2202,2401668,2402723,14
MT2203,2402859,2403212,4
MT2204,2403310,2404089,11
MT2205,2404360,2404743,3
MT2206,2404812,2405534,19
MT2207,2405534,2406325,9
MT2208,2406316,2407119,7
MT2209,2407079,2408281,8
MT2210,2408391,2409332,7
MT2211,2409332,2410813,14
MT2212,2410813,2412042,14
MT2213,2412042,2413613,18
MT2214,2413628,2415115,20
MT2215,2415090,2416166,12
MT2216,2416166,2417695,10
MT2217,2417695,2419437,12
MT2218,2419325,2420356,6
MT2218.1,2420356,2420694,3
MT2219,2420965,2421828,8
MT2220,2421934,2423529,14
MT2221,2423742,2425778,29
MT2222,2425778,2426929,10
MT2223,2426929,2427960,19
MT2224,2428121,2428549,8
MT2225,2428901,2429302,5
MT2226,2429568,2430185,14
MT2227,2430242,2430964,10
MT2228,2430967,2431944,18
MT2229,2432180,2433235,18
MT2230,2433242,2434789,26
MT2231,2434782,2435243,8
MT2232,2435274,2436470,23
MT2233,2436618,2437280,6
MT2234,2437668,2439053,16
MT2234.1,2439147,2439650,7
MT2235,2439663,2440598,14
MT2236,2440635,2441915,20
MT2237,2441922,2442662,21
MT2238,2442751,2443152,6
MT2239,2443143,2444282,18
MT2240,2444402,2444833,13
MT2241,2444941,2445327,9
MT2242,2445484,2447292,34
MT2243,2447329,2448483,19
MT2244,2448583,2449353,11
MT2245,2449451,2450662,22
MT2246,2450794,2451069,3
MT2247,2451176,2453086,25
MT2248,2452967,2454007,7
MT2249,2454234,2454842,17
MT2250,2454886,2455725,12
MT2251,2455725,2457011,22
MT2252,2457011,2458657,30
MT2253,2458783,2459424,12
MT2254,2459427,2460323,14
MT2255,2460512,2460928,8
MT2256,2460939,2462027,20
MT2257,2462273,2464228,29
MT2258,2464332,2465303,19
MT2259,2465507,2466196,14
MT2260,2466210,2466563,4
MT2261,2466666,2467808,14
MT2262,2467898,2468605,9
MT2263,2468687,2469769,8
MT2264,2469769,2470515,9
MT2265,2470676,2472211,25
MT2266,2472143,2473246,22
MT2267,2473321,2474457,18
MT2268,2474436,2475599,11
MT2269,2475614,2477158,15
MT2270,2477202,2478977,31
MT2272,2479241,2480899,15
MT2273,2480899,2481804,12
MT2274,2481830,2482549,14
MT2275,2482549,2483481,14
MT2276,2483511,2484260,8
MT2277,2484273,2484764,5
MT2278,2484889,2486322,29
MT2279,2486646,2489627,39
MT2280,2489679,2491016,19
MT2281,2491114,2492673,29
MT2282,2492738,2494258,29
MT2283,2494502,2494690,0
MT2284,2495016,2495858,15
MT2285,2496106,2497644,25
MT2285.2,2498197,2498421,8
MT2286,2498421,2498903,11
MT2287,2498921,2500012,19
MT2289,2500012,2501880,21
MT2290,2501880,2502854,12
MT2291,2503011,2503427,5
MT2292,2503550,2504422,11
MT2293,2504418,2504906,7
MT2294,2504909,2505721,16
MT2295,2505709,2506647,12
MT2296,2506713,2507525,18
MT2297,2507626,2507859,3
MT2298,2507990,2508448,5
MT2299,2508451,2508924,4
MT2300,2508965,2509747,11
MT2301,2509811,2512513,57
MT2302,2512576,2513817,17
MT2303,2514059,2514964,5
MT2304,2515043,2515387,6
MT2305,2515387,2516634,16
MT2306,2516731,2517981,17
MT2307,2518015,2519433,13
MT2308,2519631,2520443,12
MT2309,2520504,2522045,21
MT2310,2522048,2522704,14
MT2311,2522662,2524248,10
MT2312,2524248,2525173,17
MT2314,2525242,2525742,12
MT2315,2525781,2526233,6
MT2316,2526352,2526567,4
MT2317,2526602,2527132,5
MT2318,2527265,2528080,9
MT2319,2528097,2529155,15
MT2320,2529450,2530532,14
MT2321,2530532,2531167,6
MT2322,2531250,2532755,20
MT2323,2532844,2533794,13
MT2324,2533778,2535553,31
MT2325,2535625,2535753,3
MT2326,2535756,2535848,1
MT2327,2535903,2537129,16
MT2328,2537307,2538590,16
MT2329,2538850,2540013,37
MT2330,2540013,2541479,28
MT2330.1,2541584,2541763,5
MT2331,2541901,2542425,12
MT2332,2542535,2542831,6
MT2333,2542940,2543305,4
MT2334,2543305,2543631,5
MT2334.1,2543878,2544045,5
MT2335,2544086,2544952,19
MT2336,2544952,2546139,17
MT2337,2546330,2547241,13
MT2338,2547405,2548781,18
MT2339,2549018,2550673,26
MT2340,2550786,2551721,13
MT2341,2551773,2552018,4
MT2342,2551990,2553282,28
MT2343,2553318,2554652,22
MT2344,2554725,2555414,10
MT2345,2555548,2557173,20
MT2345.1,2557173,2557547,4
MT2346,2557520,2558299,22
MT2347,2558381,2558956,17
MT2348,2559067,2559870,16
MT2349,2559877,2560098,2
MT2350,2560140,2560877,14
MT2351,2561232,2562392,20
MT2352,2562692,2563252,11
MT2353,2563349,2564248,16
MT2354,2564283,2564732,8
MT2355,2564927,2565895,17
MT2356,2565907,2567847,29
MT2357,2567924,2568853,17
MT2358,2568893,2569549,9
MT2359,2569658,2569897,4
MT2360,2569944,2570864,19
MT2361,2570864,2571070,1
MT2361.1,2571456,2571632,2
MT2362,2571654,2572940,10
MT2363,2573042,2573665,9
MT2364,2573699,2574541,20
MT2364.1,2574738,2574845,3
MT2365,2575076,2575264,3
MT2365.1,2575352,2575750,20
MT2365.2,2575876,2576055,5
MT2366,2576264,2576977,17
MT2367,2576990,2577319,2
MT2367.1,2577272,2577595,6
MT2368,2577691,2578143,9
MT2369,2578163,2578285,4
MT2370,2578325,2578489,6
MT2370.1,2578523,2578675,4
MT2370.2,2578675,2578836,2
MT2370.3,2578890,2579174,13
MT2371,2579122,2579271,2
MT2372,2579280,2579621,3
MT2373,2579729,2580250,7
MT2374,2580331,2580597,3
MT2375,2580585,2580698,2
MT2376,2580900,2581751,10
MT2377,2581765,2583135,16
MT2378,2583135,2584649,33
MT2379,2584683,2585552,13
MT2380,2585542,2586363,14
MT2381,2586363,2587640,30
MT2382,2587695,2588570,19
MT2383,2588570,2589982,28
MT2384.1,2590001,2591208,19
MT2385,2591208,2592113,22
MT2386,2592178,2592621,2
MT2387,2592856,2593701,9
MT2388,2593701,2595791,23
MT2389,2595832,2596320,5
MT2390,2596470,2597720,17
MT2391,2597761,2599305,28
MT2392,2599542,2600066,7
MT2393,2599940,2600524,10
MT2394,2600952,2602595,28
MT2395,2602555,2604165,22
MT2396,2604192,2604359,3
MT2397,2604640,2605569,14
MT2398,2605576,2606262,6
MT2399,2606681,2607646,29
MT2400,2607716,2608831,10
MT2401,2608954,2609907,38
MT2401.1,2609915,2610196,7
MT2401.2,2610291,2610497,5
MT2402,2610537,2613422,82
MT2404,2613514,2614752,15
MT2405,2614870,2615037,2
MT2406,2615441,2615857,4
MT2407,2616080,2616370,5
MT2408,2616380,2618296,26
MT2409,2618304,2619596,27
MT2410,2619665,2621644,29
MT2411,2621735,2622016,4
MT2412,2622070,2622363,3
MT2413,2622501,2622824,2
MT2414,2623019,2624542,28
MT2415,2624628,2626163,23
MT2416,2626384,2627943,25
MT2417,2628124,2628234,5
MT2418,2628409,2628633,1
MT2419,2628770,2629942,16
MT2420,2630147,2630434,5
MT2421,2630446,2630742,6
MT2422,2630834,2632078,17
MT2423,2632418,2634280,38
MT2423.1,2634433,2634798,5
MT2424,2634821,2634928,3
MT2425,2635021,2636865,30
MT2426,2637006,2638394,31
MT2427,2638576,2638980,4
MT2428,2638980,2639369,5
MT2429,2639483,2639908,6
MT2430,2639911,2640798,17
MT2431,2640794,2641588,11
MT2432,2641650,2643101,17
MT2433,2643104,2644003,15
MT2434,2644080,2644358,3
MT2435,2644393,2645610,19
MT2436,2645697,2646227,8
MT2437,2646249,2647304,17
MT2438,2647443,2647553,0
MT2439,2647578,2648888,20
MT2440,2648981,2649265,4
MT2441,2649370,2650155,6
MT2442,2650172,2651317,10
MT2443,2651395,2652423,23
MT2444,2652595,2652909,9
MT2445,2652942,2653445,2
MT2445.1,2653548,2653760,2
MT2446,2653741,2655033,9
MT2447,2655033,2659415,64
MT2448,2659400,2664760,82
MT2449,2664588,2667614,43
MT2450,2667602,2668939,17
MT2451,2668926,2673167,50
MT2452,2673266,2674960,21
MT2453,2674996,2675976,20
MT2454,2675986,2677335,18
MT2455,2677788,2677994,4
MT2456,2678056,2679345,25
MT2457,2679348,2680517,21
MT2458,2680581,2681042,9
MT2459,2681042,2681596,6
MT2460,2681817,2681915,0
MT2461,2682033,2683697,19
MT2462,2683697,2684458,13
MT2463,2684458,2685300,7
MT2464,2685340,2687268,30
MT2465,2687402,2689402,37
MT2466,2689554,2689766,2
MT2467,2689881,2690042,1
MT2467.1,2690066,2691211,15
MT2468,2691242,2692300,15
MT2469,2692314,2693129,18
MT2470,2693129,2693977,10
MT2471,2693977,2695044,19
MT2472,2694983,2695384,5
MT2473,2695375,2695566,1
MT2474,2695859,2697784,28
MT2475,2697868,2698620,7
MT2476,2698620,2700578,30
MT2477,2700717,2701163,8
MT2478,2701340,2701630,7
MT2479,2701693,2702364,11
MT2480,2702338,2702607,4
MT2481,2702581,2703582,20
MT2482,2703346,2704182,20
MT2483,2704185,2705159,11
MT2484,2705162,2706814,24
MT2485,2706924,2707181,1
MT2486,2707203,2708168,14
MT2487,2708184,2709734,12
MT2488,2709743,2710381,11
MT2488.1,2710326,2710931,6
MT2489,2710976,2712136,27
MT2490,2712324,2713163,12
MT2491,2713247,2713987,21
MT2492,2713980,2714648,7
MT2493,2714648,2715025,4
MT2494,2715025,2715657,14
MT2495,2715932,2716201,4
MT2496,2716446,2717489,18
MT2497,2717628,2718626,7
MT2498,2718718,2720157,18
MT2499,2720160,2721032,10
MT2500,2721082,2722326,16
MT2501,2722412,2722654,4
MT2502,2722718,2722909,1
MT2503,2723042,2723626,9
MT2504,2723655,2724185,13
MT2505,2724188,2724856,13
MT2506,2724819,2725115,6
MT2507,2725696,2725983,6
MT2508,2725967,2727409,25
MT2509,2727409,2729598,56
MT2510,2729636,2729761,3
MT2511,2730079,2730990,12
MT2512,2731207,2731641,9
MT2513,2731644,2733857,41
MT2514,2733837,2733962,5
MT2515,2733969,2735096,12
MT2516,2735099,2736550,12
MT2517,2736624,2736881,4
MT2518,2736899,2737210,4
MT2518.1,2737380,2737604,4
MT2519,2737555,2739027,21
MT2520,2738972,2740834,19
MT2520.1,2740962,2741414,6
MT2521,2742163,2742570,4
MT2522,2742616,2742984,7
MT2523,2742984,2744444,13
MT2524,2744444,2747071,27
MT2525,2747162,2748466,27
MT2526,2748511,2749074,8
MT2527,2749108,2749503,8
MT2527.1,2749697,2749840,8
MT2528,2749867,2750469,5
MT2529,2750557,2751591,14
MT2530,2751591,2753564,37
MT2531,2753784,2755037,20
MT2532,2755056,2756333,18
MT2533,2756624,2757529,16
MT2534,2757654,2759222,21
MT2535,2759379,2760020,10
MT2536,2760020,2760619,10
MT2537,2760739,2762136,19
MT2538,2762500,2763681,20
MT2539,2763707,2764510,11
MT2540,2764519,2764995,7
MT2541,2765004,2765879,14
MT2542,2765831,2768413,38
MT2543,2768492,2768992,5
MT2544,2768946,2769185,3
MT2545,2769215,2769880,9
MT2546,2770005,2770406,9
MT2547,2770409,2772046,16
MT2547.1,2772123,2772407,8
MT2547.2,2772355,2772501,5
MT2548,2772452,2773126,16
MT2549,2773164,2773814,13
MT2550,2773823,2774236,8
MT2551,2774236,2779107,64
MT2552,2779214,2780887,27
MT2553,2780971,2781474,6
MT2554,2781442,2781591,3
MT2554.1,2781749,2782003,7
MT2554.2,2782084,2782401,3
MT2555,2782404,2784770,41
MT2556,2784770,2786509,27
MT2557,2786509,2787981,22
MT2558,2788040,2788207,1
MT2559,2788213,2789475,20
MT2560,2789837,2790604,10
MT2561,2790791,2792872,25
MT2563,2792957,2796295,43
MT2563.1,2796336,2796695,6
MT2564,2796744,2801738,52
MT2565,2801813,2802016,0
MT2566,2802152,2802772,15
MT2567,2802765,2803514,31
MT2568,2803570,2803788,0
MT2569,2803797,2804219,5
MT2570,2804248,2805426,14
MT2571,2805426,2806469,24
MT2572,2806483,2807583,22
MT2573,2807845,2808663,9
MT2574,2808663,2809217,6
MT2575,2809217,2810398,28
MT2576,2810406,2812367,27
MT2577,2812375,2813961,29
MT2578,2813961,2814614,7
MT2579,2814614,2815357,12
MT2580,2815443,2817083,36
MT2581,2817151,2817843,10
MT2582,2817919,2818743,19
MT2583,2818746,2820089,17
MT2584,2820165,2820968,11
MT2585,2820978,2822576,16
MT2586,2822644,2823288,8
MT2586.1,2823338,2823736,6
MT2587,2824046,2825353,16
MT2588,2825441,2825623,6
MT2589,2825648,2826067,8
MT2589.1,2826078,2826320,5
MT2590,2826367,2826825,7
MT2591,2826834,2828078,21
MT2593,2828200,2829000,13
MT2593.1,2829000,2829290,8
MT2593.2,2829193,2829429,5
MT2594,2829599,2830822,21
MT2595,2831245,2832747,36
MT2596,2832878,2833102,1
MT2597,2833171,2833641,9
MT2598,2833619,2835028,19
MT2599,2835028,2835417,5
MT2600,2835613,2844819,71
MT2600.1,2845063,2845305,9
MT2601,2845342,2846061,12
MT2601.1,2846062,2846394,9
MT2601.2,2846577,2846801,1
MT2602,2846801,2847199,9
MT2603,2847240,2848157,10
MT2604,2848361,2849749,16
MT2605,2849756,2850172,3
MT2606,2850172,2850393,4
MT2607,2850427,2853267,50
MT2608,2853342,2854211,10
MT2609,2854217,2854777,11
MT2610,2854790,2855905,19
MT2611,2855933,2856628,9
MT2612,2856638,2857078,7
MT2613,2857078,2858163,10
MT2614,2858163,2858690,5
MT2615,2858697,2859899,10
MT2615.1,2859914,2861032,10
MT2616,2861032,2861826,9
MT2617,2861744,2861968,3
MT2618,2861956,2862612,14
MT2619,2862612,2863268,13
MT2620,2863268,2863927,15
MT2621,2863927,2864202,10
MT2622,2864295,2864708,9
MT2623,2864735,2865004,3
MT2624,2865004,2865378,5
MT2625,2865400,2865771,5
MT2626,2865724,2866278,8
MT2627,2866266,2866508,6
MT2627.1,2866629,2866835,4
MT2628,2866922,2867338,2
MT2629,2867353,2868159,5
MT2630,2868159,2869409,18
MT2631,2869405,2869914,4
MT2632,2869918,2872629,42
MT2633,2872723,2873109,5
MT2634,2873216,2873887,12
MT2635,2873975,2874682,7
MT2636,2874718,2876073,15
MT2637,2876219,2877193,24
MT2637.1,2877112,2877432,7
MT2638,2877652,2878287,10
MT2639,2878433,2879479,9
MT2640,2879485,2880474,14
MT2641,2880754,2882502,26
MT2642,2882468,2885935,52
MT2643,2885938,2888589,39
MT2644,2888592,2889614,17
MT2645,2889610,2890551,23
MT2646,2890655,2891041,4
MT2647,2891039,2892103,9
MT2648,2892159,2893940,23
MT2649,2894099,2894923,4
MT2650,2894949,2895449,8
MT2651,2895482,2896360,18
MT2652,2896372,2896833,11
MT2653,2896809,2896952,2
MT2654,2897061,2898647,40
MT2655,2898655,2899674,17
MT2656,2899782,2900681,15
MT2657,2900967,2902235,18
MT2658,2902235,2902972,7
MT2659,2902957,2903880,18
MT2660,2903972,2906350,36
MT2661,2906375,2907043,12
MT2662,2907150,2908820,27
MT2663,2908829,2910154,18
MT2664,2910161,2911822,23
MT2665,2911992,2912336,2
MT2666,2912503,2913849,22
MT2667,2914014,2917517,62
MT2668,2917651,2917800,1
MT2668.1,2917808,2919322,12
MT2669,2919345,2920376,8
MT2670,2920376,2920963,6
MT2671,2920963,2921526,6
MT2672,2921898,2922278,8
MT2673,2922498,2923115,7
MT2673.1,2923159,2923620,4
MT2674,2923620,2924048,12
MT2674.1,2924076,2924531,12
MT2675,2924531,2926099,25
MT2676,2926213,2926497,2
MT2677,2926487,2926924,7
MT2678,2926951,2927703,7
MT2679,2927839,2928432,4
MT2680,2928443,2929285,9
MT2681,2929317,2930234,12
MT2682,2930341,2931012,13
MT2683,2931189,2932928,33
MT2684,2932956,2934008,13
MT2685,2934011,2935144,16
MT2686,2935158,2936105,14
MT2687,2936105,2936755,3
MT2688,2936755,2937339,9
MT2689,2937335,2939410,28
MT2689.1,2939519,2939743,6
MT2690,2939746,2941173,17
MT2691.1,2941473,2941970,5
MT2692,2941993,2942430,8
MT2693,2942577,2943251,11
MT2694,2943209,2943616,4
MT2695,2943608,2944030,6
MT2696,2944030,2944701,4
MT2697,2944779,2945597,8
MT2698,2945736,2946626,8
MT2699,2946635,2947450,11
MT2700,2947468,2948646,19
MT2701,2948708,2949136,6
MT2702,2949653,2950891,21
MT2703,2951201,2951560,8
MT2704,2951910,2953031,24
MT2705,2953036,2953572,10
MT2707,2953715,2955010,22
MT2708,2955055,2955333,3
MT2709,2955481,2955963,13
MT2710,2955993,2956247,7
MT2712,2956251,2958614,33
MT2713,2958613,2958852,7
MT2714,2958856,2959530,18
MT2715,2959729,2960382,10
MT2716,2960548,2960991,5
MT2717,2961172,2961501,7
MT2718,2961624,2961980,4
MT2719,2962082,2962537,7
MT2720,2963053,2964546,30
MT2721,2964553,2964972,12
MT2722,2965090,2965218,1
MT2723,2966266,2966694,4
MT2724,2966694,2967689,19
MT2725,2967802,2968167,6
MT2726,2968140,2968418,3
MT2727,2968583,2970019,9
MT2728,2970030,2970560,7
MT2729,2970716,2971204,6
MT2730,2971374,2971694,4
MT2731,2971777,2972019,0
MT2732,2972019,2973443,22
MT2733,2973448,2973837,5
MT2734,2973837,2974094,5
MT2734.1,2974114,2974479,12
MT2735,2974479,2975636,22
MT2736,2975751,2975975,4
MT2736.1,2976116,2976271,2
MT2737,2976638,2976868,10
MT2738,2976882,2977133,0
MT2739,2977484,2977762,6
MT2740,2977793,2978656,11
MT2741,2978681,2979436,6
MT2742,2979414,2980037,9
MT2743,2980069,2980536,7
MT2744,2980520,2981626,18
MT2745,2981682,2982398,12
MT2746,2982498,2984051,18
MT2747,2984077,2985375,30
MT2748,2985547,2985954,8
MT2749,2986028,2986777,14
MT2750,2986777,2987469,13
MT2751,2987478,2988833,15
MT2752,2988833,2989948,18
MT2753,2989956,2990783,6
MT2754,2991144,2991677,9
MT2755,2991682,2992995,19
MT2756,2992998,2994911,24
MT2757,2995055,2995549,11
MT2758,2995557,2996843,20
MT2759,2996926,2998209,14
MT2760,2998226,2998981,14
MT2761,2998981,2999691,12
MT2762,2999691,3000641,12
MT2763,3000790,3002091,22
