gene,TAloc,ORFsize
2077,15,306
2078,605,606
2078,509,606
2078,481,606
2078,307,606
2078,287,606
2078,210,606
2078,202,606
2078,195,606
2078,179,606
2078,167,606
2078,145,606
2078,84,606
2078,51,606
2078,41,606
2079,334,456
2079,173,456
2079,51,456
2080,677,678
2080,595,678
2080,583,678
2080,571,678
2080,532,678
2080,510,678
2080,502,678
2080,496,678
2080,492,678
2080,462,678
2080,459,678
2080,398,678
2080,390,678
2080,382,678
2080,370,678
2080,352,678
2080,346,678
2080,317,678
2080,301,678
2080,294,678
2080,287,678
2080,272,678
2080,269,678
2080,252,678
2080,244,678
2080,185,678
2080,172,678
2080,170,678
2080,148,678
2080,111,678
2080,78,678
2080,74,678
2080,66,678
2080,22,678
2080,14,678
2080.1,210,237
2080.1,202,237
2080.1,186,237
2080.1,178,237
2080.1,157,237
2080.1,153,237
2080.1,12,237
2081,853,936
2081,782,936
2081,758,936
2081,739,936
2081,694,936
2081,672,936
2081,618,936
2081,588,936
2081,533,936
2081,502,936
2081,461,936
2081,358,936
2081,318,936
2081,290,936
2081,254,936
2081,246,936
2081,160,936
2081,137,936
2081,61,936
2081,31,936
2081,8,936
2082,4718,4821
2082,4714,4821
2082,4640,4821
2082,4595,4821
2082,4547,4821
2082,4439,4821
2082,4421,4821
2082,4410,4821
2082,4401,4821
2082,4310,4821
2082,4298,4821
2082,4274,4821
2082,4268,4821
2082,4265,4821
2082,4220,4821
2082,4178,4821
2082,4164,4821
2082,4103,4821
2082,4045,4821
2082,4038,4821
2082,3992,4821
2082,3989,4821
2082,3941,4821
2082,3937,4821
2082,3905,4821
2082,3889,4821
2082,3878,4821
2082,3775,4821
2082,3701,4821
2082,3647,4821
2082,3608,4821
2082,3559,4821
2082,3467,4821
2082,3425,4821
2082,3407,4821
2082,3263,4821
2082,3257,4821
2082,3255,4821
2082,3245,4821
2082,3198,4821
2082,3194,4821
2082,3121,4821
2082,3119,4821
2082,3110,4821
2082,3071,4821
2082,3038,4821
2082,2990,4821
2082,2924,4821
2082,2840,4821
2082,2801,4821
2082,2771,4821
2082,2768,4821
2082,2726,4821
2082,2674,4821
2082,2638,4821
2082,2543,4821
2082,2486,4821
2082,2414,4821
2082,2215,4821
2082,2170,4821
2082,2140,4821
2082,2084,4821
2082,2048,4821
2082,1760,4821
2082,1754,4821
2082,1481,4821
2082,1372,4821
2082,1229,4821
2082,1072,4821
2082,1070,4821
2082,1046,4821
2082,899,4821
2082,837,4821
2082,791,4821
2082,245,4821
2082,221,4821
2082,125,4821
2082,92,4821
2082,1,4821
2083,81,117
2084,993,999
2084,947,999
2084,783,999
2084,675,999
2084,549,999
2084,494,999
2084,389,999
2084,311,999
2084,307,999
2084,305,999
2084,127,999
2085,884,885
2085,840,885
2085,689,885
2085,531,885
2085,451,885
2085,313,885
2085,277,885
2085,178,885
2085,170,885
2085,72,885
2085,30,885
2085,23,885
2086,1495,1722
2086,1424,1722
2086,1329,1722
2086,1268,1722
2086,1060,1722
2086,901,1722
2086,813,1722
2086,506,1722
2086,400,1722
2086,293,1722
2086,274,1722
2086,266,1722
2086,242,1722
2086,214,1722
2086,28,1722
2087,833,840
2087,717,840
2087,692,840
2087,641,840
2087,583,840
2087,490,840
2087,393,840
2087,373,840
2087,334,840
2087,209,840
2087,152,840
2087,125,840
2087,40,840
2088,1000,1020
2088,980,1020
2088,814,1020
2088,775,1020
2088,720,1020
2088,532,1020
2088,479,1020
2088,476,1020
2088,341,1020
2088,154,1020
2088,134,1020
2089,2045,2046
2089,2030,2046
2089,1913,2046
2089,1887,2046
2089,1883,2046
2089,1821,2046
2089,1726,2046
2089,1688,2046
2089,1652,2046
2089,1638,2046
2089,1597,2046
2089,1570,2046
2089,1554,2046
2089,1459,2046
2089,1433,2046
2089,1430,2046
2089,1388,2046
2089,1346,2046
2089,1256,2046
2089,1214,2046
2089,1166,2046
2089,1130,2046
2089,1115,2046
2089,1082,2046
2089,994,2046
2089,950,2046
2089,935,2046
2089,906,2046
2089,848,2046
2089,474,2046
2089,406,2046
2089,380,2046
2089,195,2046
2089,104,2046
2089,93,2046
2090,367,435
2090,350,435
2090,340,435
2090,318,435
2090,284,435
2090,205,435
2090,159,435
2090,152,435
2091,105,1002
2091,155,1002
2091,204,1002
2091,241,1002
2091,342,1002
2091,360,1002
2091,370,1002
2091,478,1002
2091,530,1002
2091,542,1002
2091,594,1002
2091,612,1002
2091,676,1002
2091,706,1002
2091,728,1002
2091,750,1002
2091,780,1002
2091,988,1002
2091,1001,1002
2092,122,123
2092,109,123
2092,84,123
2093,842,843
2093,774,843
2093,756,843
2093,590,843
2093,375,843
2093,335,843
2093,207,843
2093,203,843
2093,167,843
2093,140,843
2093,113,843
2093,14,843
2094,9,471
2094,48,471
2094,123,471
2094,129,471
2094,135,471
2094,141,471
2094,158,471
2094,359,471
2094,434,471
2095,127,489
2095,147,489
2095,172,489
2095,176,489
2095,227,489
2095,249,489
2095,262,489
2095,441,489
2095,443,489
2095,447,489
2095,455,489
2095,457,489
2096,10,696
2096,12,696
2096,16,696
2096,24,696
2096,26,696
2096,76,696
2096,123,696
2096,139,696
2096,211,696
2096,221,696
2096,338,696
2096,427,696
2096,591,696
2096,678,696
2096,695,696
2097,974,975
2097,935,975
2097,926,975
2097,878,975
2097,793,975
2097,776,975
2097,700,975
2097,580,975
2097,485,975
2097,441,975
2097,357,975
2097,320,975
2097,308,975
2097,252,975
2097,224,975
2097,168,975
2097,104,975
2097,63,975
2098,1073,1074
2098,1014,1074
2098,1000,1074
2098,917,1074
2098,911,1074
2098,823,1074
2098,805,1074
2098,671,1074
2098,572,1074
2098,559,1074
2098,543,1074
2098,468,1074
2098,383,1074
2098,266,1074
2098,257,1074
2098,184,1074
2098,144,1074
2098,38,1074
2099,842,843
2099,817,843
2099,785,843
2099,719,843
2099,560,843
2099,476,843
2099,472,843
2099,460,843
2099,424,843
2099,344,843
2099,328,843
2099,293,843
2099,242,843
2099,185,843
2099,97,843
2099,56,843
2099,21,843
2100,862,903
2100,794,903
2100,740,903
2100,736,903
2100,706,903
2100,698,903
2100,660,903
2100,621,903
2100,563,903
2100,450,903
2100,402,903
2100,285,903
2100,256,903
2100,246,903
2100,227,903
2100,136,903
2100,107,903
2100,40,903
2101,1284,1320
2101,1232,1320
2101,1172,1320
2101,1137,1320
2101,1023,1320
2101,958,1320
2101,872,1320
2101,752,1320
2101,675,1320
2101,667,1320
2101,641,1320
2101,577,1320
2101,523,1320
2101,489,1320
2101,476,1320
2101,437,1320
2101,407,1320
2101,348,1320
2101,302,1320
2101,204,1320
2101,196,1320
2101,188,1320
2101,55,1320
2101,36,1320
2101,10,1320
2102,785,798
2102,664,798
2102,624,798
2102,609,798
2102,585,798
2102,575,798
2102,450,798
2102,362,798
2102,328,798
2102,318,798
2102,311,798
2102,306,798
2102,220,798
2102,196,798
2102,170,798
2103,499,561
2103,441,561
2103,397,561
2103,308,561
2103,296,561
2103,284,561
2103,226,561
2103,191,561
2103,122,561
2103,101,561
2103,63,561
2103,1,561
2104,389,390
2104,368,390
2104,366,390
2104,299,390
2104,281,390
2104,187,390
2104,165,390
2104,95,390
2104,72,390
2104,60,390
2104,44,390
2105,1397,1506
2105,1265,1506
2105,1190,1506
2105,1184,1506
2105,1178,1506
2105,1176,1506
2105,1172,1506
2105,1120,1506
2105,1073,1506
2105,1064,1506
2105,1054,1506
2105,1017,1506
2105,872,1506
2105,739,1506
2105,636,1506
2105,595,1506
2105,488,1506
2105,413,1506
2105,398,1506
2105,362,1506
2105,360,1506
2105,332,1506
2105,306,1506
2105,230,1506
2105,206,1506
2105,159,1506
2105,92,1506
2105,1,1506
2106,72,657
2106,160,657
2106,206,657
2106,289,657
2106,310,657
2106,371,657
2106,458,657
2106,509,657
2106,524,657
2106,551,657
2107,2491,2565
2107,2446,2565
2107,2345,2565
2107,2327,2565
2107,2208,2565
2107,2039,2565
2107,1985,2565
2107,1830,2565
2107,1818,2565
2107,1784,2565
2107,1686,2565
2107,1414,2565
2107,1405,2565
2107,1364,2565
2107,1300,2565
2107,1293,2565
2107,1288,2565
2107,1284,2565
2107,1121,2565
2107,944,2565
2107,823,2565
2107,630,2565
2107,613,2565
2107,544,2565
2107,525,2565
2107,513,2565
2107,465,2565
2107,449,2565
2107,438,2565
2107,238,2565
2107,175,2565
2107,145,2565
2108,12455,12456
2108,12300,12456
2108,12264,12456
2108,12196,12456
2108,12194,12456
2108,12167,12456
2108,12061,12456
2108,12031,12456
2108,11573,12456
2108,11353,12456
2108,11295,12456
2108,11066,12456
2108,10938,12456
2108,10922,12456
2108,10907,12456
2108,10734,12456
2108,10729,12456
2108,10716,12456
2108,10672,12456
2108,10561,12456
2108,10535,12456
2108,10407,12456
2108,10360,12456
2108,10313,12456
2108,10114,12456
2108,10096,12456
2108,10094,12456
2108,10047,12456
2108,9951,12456
2108,9858,12456
2108,9815,12456
2108,9801,12456
2108,9726,12456
2108,9678,12456
2108,9278,12456
2108,9272,12456
2108,9248,12456
2108,9198,12456
2108,9133,12456
2108,9113,12456
2108,9012,12456
2108,8735,12456
2108,8703,12456
2108,8677,12456
2108,8450,12456
2108,7989,12456
2108,7908,12456
2108,7839,12456
2108,7808,12456
2108,7738,12456
2108,7553,12456
2108,7432,12456
2108,7417,12456
2108,7408,12456
2108,7300,12456
2108,7207,12456
2108,7198,12456
2108,7139,12456
2108,6997,12456
2108,6961,12456
2108,6839,12456
2108,6703,12456
2108,6670,12456
2108,6632,12456
2108,6576,12456
2108,6551,12456
2108,6537,12456
2108,6525,12456
2108,6487,12456
2108,6344,12456
2108,6311,12456
2108,6309,12456
2108,6203,12456
2108,6153,12456
2108,6100,12456
2108,6098,12456
2108,6071,12456
2108,6016,12456
2108,5898,12456
2108,5781,12456
2108,5483,12456
2108,5263,12456
2108,5205,12456
2108,4976,12456
2108,4880,12456
2108,4848,12456
2108,4832,12456
2108,4817,12456
2108,4644,12456
2108,4639,12456
2108,4626,12456
2108,4582,12456
2108,4470,12456
2108,4455,12456
2108,4445,12456
2108,4442,12456
2108,4400,12456
2108,4218,12456
2108,4007,12456
2108,3984,12456
2108,3728,12456
2108,3717,12456
2108,3677,12456
2108,3667,12456
2108,3534,12456
2108,3288,12456
2108,3236,12456
2108,3230,12456
2108,3206,12456
2108,3156,12456
2108,3118,12456
2108,3069,12456
2108,3027,12456
2108,2748,12456
2108,2693,12456
2108,2675,12456
2108,2503,12456
2108,2462,12456
2108,2424,12456
2108,2399,12456
2108,2393,12456
2108,2371,12456
2108,2347,12456
2108,2332,12456
2108,2249,12456
2108,1973,12456
2108,1735,12456
2108,1669,12456
2108,1484,12456
2108,1363,12456
2108,1348,12456
2108,1339,12456
2108,1231,12456
2108,1138,12456
2108,1129,12456
2108,1070,12456
2108,928,12456
2108,892,12456
2108,770,12456
2108,634,12456
2108,601,12456
2108,563,12456
2108,515,12456
2108,485,12456
2108,459,12456
2108,421,12456
2108,357,12456
2108,337,12456
2108,278,12456
2108,271,12456
2109,362,363
2109,227,363
2109,125,363
2109,95,363
2110,47,336
2110,95,336
2110,226,336
2110,291,336
2110,295,336
2111,2425,2607
2111,2419,2607
2111,2351,2607
2111,2297,2607
2111,2288,2607
2111,2240,2607
2111,2233,2607
2111,2214,2607
2111,2190,2607
2111,2171,2607
2111,2063,2607
2111,2027,2607
2111,1834,2607
2111,1798,2607
2111,1760,2607
2111,1451,2607
2111,1401,2607
2111,1378,2607
2111,1361,2607
2111,1338,2607
2111,1204,2607
2111,1124,2607
2111,1085,2607
2111,1009,2607
2111,777,2607
2111,679,2607
2111,624,2607
2111,513,2607
2111,336,2607
2111,224,2607
2111,207,2607
2111,197,2607
2111,89,2607
2112,1604,1605
2112,1598,1605
2112,1521,1605
2112,1501,1605
2112,1443,1605
2112,1436,1605
2112,1332,1605
2112,1221,1605
2112,1166,1605
2112,915,1605
2112,894,1605
2112,851,1605
2112,719,1605
2112,609,1605
2112,554,1605
2112,534,1605
2112,494,1605
2112,410,1605
2112,381,1605
2112,290,1605
2112,273,1605
2112,44,1605
2113,27,579
2113,59,579
2113,95,579
2113,121,579
2113,531,579
2113,578,579
2114,1,714
2114,12,714
2114,113,714
2114,127,714
2114,145,714
2114,161,714
2114,185,714
2114,211,714
2114,237,714
2114,398,714
2114,435,714
2114,487,714
2114,507,714
2114,511,714
2114,544,714
2114,554,714
2114,626,714
2114,713,714
2115,37,123
2116,224,267
2116,83,267
2116,58,267
2117,305,306
2117,180,306
2117,127,306
2117,59,306
2117.1,119,165
2117.1,88,165
2117.1,65,165
2117.1,59,165
2118,190,237
2118,168,237
2118,166,237
2118,116,237
2118,113,237
2119,264,1536
2119,283,1536
2119,369,1536
2119,416,1536
2119,470,1536
2119,485,1536
2119,545,1536
2119,599,1536
2119,680,1536
2119,755,1536
2119,797,1536
2119,838,1536
2119,886,1536
2119,940,1536
2119,955,1536
2119,1155,1536
2119,1258,1536
2119,1473,1536
2119,1506,1536
2119,1510,1536
2120,443,444
2120,411,444
2120,376,444
2120,341,444
2120,320,444
2120,77,444
2120,49,444
2120,28,444
2121,3410,3588
2121,3389,3588
2121,3353,3588
2121,3341,3588
2121,3305,3588
2121,3184,3588
2121,3182,3588
2121,3125,3588
2121,3116,3588
2121,3076,3588
2121,3055,3588
2121,3047,3588
2121,2996,3588
2121,2972,3588
2121,2903,3588
2121,2813,3588
2121,2709,3588
2121,2625,3588
2121,2504,3588
2121,2423,3588
2121,2403,3588
2121,2331,3588
2121,2289,3588
2121,1944,3588
2121,1763,3588
2121,1722,3588
2121,1672,3588
2121,1658,3588
2121,1516,3588
2121,1502,3588
2121,1490,3588
2121,1457,3588
2121,1351,3588
2121,1313,3588
2121,1305,3588
2121,1259,3588
2121,1115,3588
2121,1022,3588
2121,911,3588
2121,766,3588
2121,572,3588
2121,515,3588
2121,482,3588
2121,479,3588
2121,314,3588
2121,228,3588
2121,219,3588
2121,173,3588
2121,80,3588
2121,55,3588
2122,7,234
2122,22,234
2122,216,234
2123,24,327
2123,123,327
2123,133,327
2123,300,327
2124,280,1092
2124,318,1092
2124,591,1092
2124,600,1092
2124,607,1092
2124,681,1092
2124,702,1092
2124,951,1092
2124,1073,1092
2124,1091,1092
2125,11,627
2125,15,627
2125,35,627
2125,55,627
2125,161,627
2125,399,627
2125,548,627
2125,609,627
2126,107,1527
2126,158,1527
2126,194,1527
2126,233,1527
2126,257,1527
2126,341,1527
2126,350,1527
2126,563,1527
2126,600,1527
2126,617,1527
2126,651,1527
2126,689,1527
2126,836,1527
2126,845,1527
2126,987,1527
2126,1115,1527
2126,1211,1527
2126,1290,1527
2126,1401,1527
2126,1433,1527
2126,1475,1527
2126,1495,1527
2127,1223,1224
2127,1203,1224
2127,1003,1224
2127,963,1224
2127,959,1224
2127,923,1224
2127,889,1224
2127,877,1224
2127,825,1224
2127,806,1224
2127,770,1224
2127,767,1224
2127,738,1224
2127,692,1224
2127,664,1224
2127,649,1224
2127,639,1224
2127,617,1224
2127,599,1224
2127,591,1224
2127,588,1224
2127,540,1224
2127,488,1224
2127,479,1224
2127,396,1224
2127,381,1224
2127,287,1224
2127,256,1224
2127,243,1224
2127,175,1224
2127,158,1224
2127,141,1224
2127,138,1224
2127,59,1224
2127,44,1224
2128,923,924
2128,857,924
2128,818,924
2128,767,924
2128,586,924
2128,500,924
2128,493,924
2128,424,924
2128,422,924
2128,417,924
2128,326,924
2128,221,924
2128,185,924
2128,164,924
2128,39,924
2129,25,936
2129,61,936
2129,82,936
2129,207,936
2129,250,936
2129,253,936
2129,328,936
2129,343,936
2129,366,936
2129,373,936
2129,412,936
2129,466,936
2129,506,936
2129,555,936
2129,705,936
2129,750,936
2129,771,936
2129,824,936
2129,935,936
2130,727,735
2130,675,735
2130,648,735
2130,631,735
2130,521,735
2130,515,735
2130,501,735
2130,454,735
2130,406,735
2130,371,735
2130,330,735
2130,313,735
2130,285,735
2130,278,735
2130,228,735
2130,102,735
2131,791,801
2131,767,801
2131,765,801
2131,761,801
2131,751,801
2131,670,801
2131,651,801
2131,590,801
2131,579,801
2131,480,801
2131,405,801
2131,375,801
2131,356,801
2131,305,801
2131,140,801
2131,90,801
2131,56,801
2132,1094,1173
2132,1077,1173
2132,1055,1173
2132,948,1173
2132,732,1173
2132,608,1173
2132,541,1173
2132,344,1173
2132,241,1173
2132,204,1173
2132,124,1173
2132,89,1173
2132,84,1173
2133,658,750
2133,540,750
2133,464,750
2133,458,750
2133,344,750
2133,279,750
2133,165,750
2133,163,750
2133,30,750
2133,27,750
2134,22,414
2134,31,414
2134,120,414
2134,259,414
2134,311,414
2134,323,414
2135,1452,1464
2135,1448,1464
2135,1372,1464
2135,1344,1464
2135,1075,1464
2135,1007,1464
2135,1004,1464
2135,983,1464
2135,968,1464
2135,947,1464
2135,938,1464
2135,755,1464
2135,751,1464
2135,709,1464
2135,692,1464
2135,659,1464
2135,637,1464
2135,564,1464
2135,488,1464
2135,477,1464
2135,282,1464
2135,278,1464
2135,138,1464
2135,135,1464
2135,92,1464
2135,63,1464
2136,279,300
2136,251,300
2136,208,300
2136,136,300
2136,125,300
2136,13,300
2137,971,972
2137,921,972
2137,906,972
2137,873,972
2137,858,972
2137,802,972
2137,733,972
2137,681,972
2137,626,972
2137,546,972
2137,423,972
2137,387,972
2137,333,972
2137,291,972
2137,284,972
2137,280,972
2137,256,972
2137,204,972
2137,65,972
2137,49,972
2138,299,300
2138,236,300
2138,208,300
2138,202,300
2138,148,300
2138,141,300
2138,27,300
2138,18,300
2138.1,1,150
2138.1,64,150
2138.2,318,444
2138.2,316,444
2138.2,268,444
2138.2,262,444
2138.2,242,444
2138.2,189,444
2138.2,118,444
2139,50,315
2139,121,315
2139,297,315
2139,314,315
2140,1,1971
2140,18,1971
2140,537,1971
2140,548,1971
2140,596,1971
2140,843,1971
2140,863,1971
2140,905,1971
2140,925,1971
2140,935,1971
2140,973,1971
2140,982,1971
2140,1008,1971
2140,1010,1971
2140,1022,1971
2140,1045,1971
2140,1066,1971
2140,1177,1971
2140,1204,1971
2140,1235,1971
2140,1267,1971
2140,1335,1971
2140,1382,1971
2140,1446,1971
2140,1514,1971
2140,1531,1971
2140,1577,1971
2140,1617,1971
2140,1721,1971
2140,1724,1971
2140,1727,1971
2140,1791,1971
2140,1878,1971
2140,1930,1971
2141,87,573
2141,136,573
2141,268,573
2141,290,573
2141,341,573
2141,407,573
2141,420,573
2141,459,573
2141,476,573
2141,511,573
2142,70,195
2142,35,195
2143,452,453
2143,424,453
2143,346,453
2143,340,453
2143,196,453
2143,125,453
2143,88,453
2143,77,453
2144,95,2160
2144,103,2160
2144,162,2160
2144,168,2160
2144,206,2160
2144,228,2160
2144,286,2160
2144,296,2160
2144,375,2160
2144,463,2160
2144,537,2160
2144,631,2160
2144,667,2160
2144,729,2160
2144,735,2160
2144,742,2160
2144,784,2160
2144,787,2160
2144,820,2160
2144,837,2160
2144,879,2160
2144,921,2160
2144,1213,2160
2144,1274,2160
2144,1299,2160
2144,1389,2160
2144,1464,2160
2144,1542,2160
2144,1584,2160
2144,1602,2160
2144,1674,2160
2144,1737,2160
2144,1755,2160
2144,1781,2160
2144,1884,2160
2144,1923,2160
2144,1926,2160
2144,1946,2160
2144,1977,2160
2144,2010,2160
2144,2021,2160
2144,2111,2160
2144,2139,2160
2145,32,945
2145,550,945
2145,563,945
2145,582,945
2145,864,945
2145,912,945
2146,111,1143
2146,114,1143
2146,128,1143
2146,139,1143
2146,212,1143
2146,225,1143
2146,273,1143
2146,343,1143
2146,368,1143
2146,419,1143
2146,459,1143
2146,511,1143
2146,549,1143
2146,562,1143
2146,621,1143
2146,668,1143
2146,703,1143
2146,713,1143
2146,732,1143
2146,754,1143
2146,934,1143
2146,982,1143
2146,990,1143
2146,1017,1143
2146,1080,1143
2147,175,306
2147,219,306
2147,252,306
2148,56,914
2148,119,914
2148,194,914
2148,197,914
2148,239,914
2148,397,914
2148,427,914
2148,462,914
2148,489,914
2148,513,914
2148,580,914
2148,605,914
2148,627,914
2148,655,914
2148,657,914
2148,665,914
2148,667,914
2148,689,914
2148,710,914
2148,743,914
2148,801,914
2148,890,914
2148,913,914
2149,41,1770
2149,48,1770
2149,60,1770
2149,84,1770
2149,86,1770
2149,97,1770
2149,115,1770
2149,261,1770
2149,344,1770
2149,377,1770
2149,399,1770
2149,409,1770
2149,468,1770
2149,545,1770
2149,599,1770
2149,618,1770
2149,627,1770
2149,630,1770
2149,839,1770
2149,891,1770
2149,1019,1770
2149,1197,1770
2149,1345,1770
2149,1352,1770
2149,1379,1770
2149,1524,1770
2149,1537,1770
2149,1632,1770
2149,1669,1770
2149,1745,1770
2149,1761,1770
2150,1127,1128
2150,1016,1128
2150,952,1128
2150,950,1128
2150,896,1128
2150,779,1128
2150,768,1128
2150,740,1128
2150,716,1128
2150,704,1128
2150,647,1128
2150,594,1128
2150,546,1128
2150,469,1128
2150,402,1128
2150,327,1128
2150,290,1128
2150,119,1128
2150,107,1128
2150,96,1128
2150,51,1128
2150,32,1128
2151,21,957
2151,108,957
2151,224,957
2151,324,957
2151,420,957
2151,491,957
2151,551,957
2151,584,957
2151,627,957
2151,664,957
2151,669,957
2151,690,957
2151,744,957
2151,748,957
2151,773,957
2151,927,957
2152,734,735
2152,713,735
2152,569,735
2152,520,735
2152,468,735
2152,465,735
2152,374,735
2152,365,735
2152,353,735
2152,335,735
2152,317,735
2152,299,735
2152,281,735
2152,272,735
2152,215,735
2152,194,735
2152,182,735
2152,158,735
2152,146,735
2152,95,735
2153,2720,2721
2153,2677,2721
2153,2662,2721
2153,2632,2721
2153,2571,2721
2153,2523,2721
2153,2498,2721
2153,2385,2721
2153,2321,2721
2153,2280,2721
2153,2260,2721
2153,2256,2721
2153,2222,2721
2153,2079,2721
2153,2052,2721
2153,2048,2721
2153,2005,2721
2153,1912,2721
2153,1796,2721
2153,1755,2721
2153,1614,2721
2153,1553,2721
2153,1500,2721
2153,1442,2721
2153,1364,2721
2153,1249,2721
2153,1214,2721
2153,1129,2721
2153,1101,2721
2153,1008,2721
2153,989,2721
2153,986,2721
2153,978,2721
2153,764,2721
2153,632,2721
2153,383,2721
2153,350,2721
2153,251,2721
2153,194,2721
2153,184,2721
2153,42,2721
2154,854,855
2154,708,855
2154,584,855
2154,488,855
2154,407,855
2154,399,855
2154,329,855
2154,296,855
2154,181,855
2154,149,855
2154,95,855
2154,30,855
2155,347,348
2155,262,348
2155,214,348
2155,90,348
2155,66,348
2155,7,348
2156,929,951
2156,837,951
2156,809,951
2156,768,951
2156,752,951
2156,749,951
2156,693,951
2156,545,951
2156,470,951
2156,467,951
2156,426,951
2156,297,951
2156,246,951
2156,164,951
2156,50,951
2157,972,999
2157,911,999
2157,777,999
2157,771,999
2157,714,999
2157,593,999
2157,574,999
2157,539,999
2157,397,999
2157,294,999
2157,248,999
2157,227,999
2157,104,999
2157,65,999
2157,42,999
2158,1358,1359
2158,1336,1359
2158,1260,1359
2158,1070,1359
2158,1022,1359
2158,1010,1359
2158,848,1359
2158,845,1359
2158,766,1359
2158,739,1359
2158,608,1359
2158,568,1359
2158,541,1359
2158,504,1359
2158,497,1359
2158,377,1359
2158,359,1359
2158,320,1359
2158,191,1359
2158,164,1359
2158,148,1359
2158,95,1359
2159,1475,1476
2159,1387,1476
2159,1229,1476
2159,1135,1476
2159,1069,1476
2159,1051,1476
2159,1019,1476
2159,982,1476
2159,978,1476
2159,844,1476
2159,794,1476
2159,595,1476
2159,260,1476
2159,241,1476
2159,185,1476
2159,162,1476
2159,153,1476
2159,54,1476
2160,103,1656
2160,106,1656
2160,109,1656
2160,129,1656
2160,343,1656
2160,473,1656
2160,596,1656
2160,625,1656
2160,648,1656
2160,704,1656
2160,960,1656
2160,1184,1656
2160,1276,1656
2160,1339,1656
2160,1392,1656
2160,1436,1656
2160,1441,1656
2160,1497,1656
2160,1622,1656
2161,108,2865
2161,176,2865
2161,194,2865
2161,610,2865
2161,711,2865
2161,914,2865
2161,931,2865
2161,1022,2865
2161,1024,2865
2161,1198,2865
2161,1237,2865
2161,1329,2865
2161,1430,2865
2161,1527,2865
2161,1593,2865
2161,1664,2865
2161,1745,2865
2161,1747,2865
2161,1784,2865
2161,1866,2865
2161,1991,2865
2161,2060,2865
2161,2132,2865
2161,2165,2865
2161,2389,2865
2161,2468,2865
2161,2572,2865
2161,2864,2865
2162,7,834
2162,17,834
2162,142,834
2162,167,834
2162,251,834
2162,332,834
2162,405,834
2162,429,834
2162,455,834
2162,491,834
2162,654,834
2162,662,834
2162,665,834
2162,794,834
2163,377,438
2163,296,438
2163,274,438
2163,225,438
2163,35,438
2164,254,255
2164,45,255
2165,250,297
2165,114,297
2165,33,297
2165.1,98,99
2165.1,86,99
2166,18,297
2166,81,297
2166,137,297
2166,141,297
2166,153,297
2166,166,297
2166,169,297
2166,185,297
2166,260,297
2166,296,297
2167,1,732
2167,48,732
2167,50,732
2167,75,732
2167,170,732
2167,172,732
2167,198,732
2167,215,732
2167,253,732
2167,290,732
2167,301,732
2167,419,732
2167,447,732
2167,461,732
2167,486,732
2167,533,732
2167,569,732
2167,648,732
2167,657,732
2167,686,732
2167,710,732
2167,724,732
2168,7,129
2168,49,129
2168,76,129
2168,84,129
2168,87,129
2168,128,129
2169,705,747
2169,624,747
2169,547,747
2169,512,747
2169,428,747
2169,424,747
2169,421,747
2169,416,747
2169,389,747
2169,353,747
2169,321,747
2169,308,747
2169,266,747
2169,260,747
2169,170,747
2169,104,747
2169,64,747
2169,14,747
2170,847,876
2170,686,876
2170,643,876
2170,632,876
2170,578,876
2170,529,876
2170,491,876
2170,427,876
2170,368,876
2170,347,876
2170,298,876
2170,290,876
2170,277,876
2170,275,876
2170,194,876
2170,66,876
2170,60,876
2170,34,876
2171,173,195
2172,1517,1518
2172,1491,1518
2172,1438,1518
2172,1435,1518
2172,1360,1518
2172,1348,1518
2172,1310,1518
2172,1251,1518
2172,1214,1518
2172,1184,1518
2172,991,1518
2172,979,1518
2172,962,1518
2172,864,1518
2172,831,1518
2172,781,1518
2172,767,1518
2172,713,1518
2172,642,1518
2172,626,1518
2172,609,1518
2172,537,1518
2172,476,1518
2172,458,1518
2172,425,1518
2172,302,1518
2172,278,1518
2172,149,1518
2172,101,1518
2172,32,1518
2172,13,1518
2173,315,1194
2173,549,1194
2173,578,1194
2173,855,1194
2173,879,1194
2173,881,1194
2173,938,1194
2173,1000,1194
2173,1034,1194
2173,1067,1194
2173,1133,1194
2173,1193,1194
2174,28,663
2174,60,663
2174,83,663
2174,102,663
2174,137,663
2174,154,663
2174,201,663
2174,248,663
2174,368,663
2174,428,663
2174,557,663
2174,562,663
2174,574,663
2174,598,663
2174,644,663
2175,1829,1830
2175,1823,1830
2175,1801,1830
2175,1795,1830
2175,1748,1830
2175,1632,1830
2175,1630,1830
2175,1526,1830
2175,1499,1830
2175,1460,1830
2175,1355,1830
2175,1346,1830
2175,983,1830
2175,895,1830
2175,875,1830
2175,842,1830
2175,833,1830
2175,752,1830
2175,714,1830
2175,683,1830
2175,483,1830
2175,388,1830
2175,302,1830
2175,232,1830
2175,219,1830
2175,187,1830
2175,168,1830
2175,166,1830
2175,78,1830
2175,46,1830
2176,21,570
2176,54,570
2176,311,570
2176,469,570
2176,502,570
2176,529,570
2177,146,294
2177,231,294
2177,293,294
2178,842,843
2178,820,843
2178,813,843
2178,768,843
2178,754,843
2178,714,843
2178,605,843
2178,567,843
2178,443,843
2178,389,843
2178,291,843
2178,251,843
2178,215,843
2178,68,843
2178,55,843
2179,42,837
2179,84,837
2179,86,837
2179,111,837
2179,138,837
2179,176,837
2179,183,837
2179,208,837
2179,335,837
2179,338,837
2179,428,837
2179,479,837
2179,526,837
2179,551,837
2179,564,837
2179,608,837
2179,635,837
